slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
san_petru_lozzi,San Petru (Lozzi),Lozzi,42.36,8.968,41.97631,8.89507,43085.3,FAIBLE,1,ign,0.0,,,"41.97631,8.89507",,pieve_niolu,pieve_mezzana,False,doyenne_cortenais,doyenne_ajaccio,False,DIST_OVER_5000m
san_petru_moltifao,San Petru (Moltifao),Moltifao,42.5,9.05,42.49014,9.11767,5655.3,FAIBLE,1,ign,0.0,,,"42.49014,9.11767",,pieve_caccia,pieve_caccia,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_pietro_albertacce,San Pietro (Albertacce),Albertacce,42.33,8.95,42.32819,8.98464,2854.6,FAIBLE,1,ign,0.0,,,"42.32819,8.98464",,pieve_niolu,pieve_niolu,True,doyenne_cortenais,doyenne_cortenais,True,
san_pietro_asco,San Pietro (Asco),Asco,42.53,9.17,42.49244,9.35636,15835.7,FAIBLE,1,ign,0.0,,,"42.49244,9.35636",,pieve_caccia,pieve_casacconi,False,doyenne_cortenais,doyenne_du_golo,False,DIST_OVER_5000m
san_pietro_centuri,San Pietro (Centuri),Centuri,42.965,9.355,42.56674,8.75574,65986.3,FAIBLE,1,ign,0.0,,,"42.56674,8.75574",,pieve_pino,pieve_balagne,False,doyenne_du_cap,doyenne_balagne,False,DIST_OVER_5000m
san_pietro_favalello,San Pietro (Favalello),Favalello,42.26,9.245,,,,ABSENT,0,,0.0,,,,,pieve_bozio,,,doyenne_cortenais,,,
san_pietro_noceta,San Pietro (Noceta),Noceta,42.2,9.21,42.49244,9.35636,34671.3,FAIBLE,1,ign,0.0,,,"42.49244,9.35636",,pieve_venaco,pieve_casacconi,False,doyenne_cortenais,doyenne_du_golo,False,DIST_OVER_5000m
san_pietro_olmeta_di_capocorso,San Pietro (Olmeta-di-Capocorso),Olmeta-di-Capocorso,42.84,9.34,42.76697,9.36978,8476.1,FAIBLE,1,ign,0.0,,,"42.76697,9.36978",,pieve_nonza,pieve_nonza,True,doyenne_du_cap,doyenne_du_cap,True,DIST_OVER_5000m
san_pietro_saliceto,San Pietro (Saliceto),Saliceto,42.375,9.38,42.56674,8.75574,55463.2,FAIBLE,1,ign,0.0,,,"42.56674,8.75574",,pieve_rostino,pieve_balagne,False,doyenne_cortenais,doyenne_balagne,False,DIST_OVER_5000m
san_pietro_venaco,San Pietro (Venaco),Venaco,42.23,9.157,42.24805,9.17066,2300.5,FAIBLE,2,osm+ign,551.5,"42.24573,9.16948",,"42.25037,9.17183",,pieve_venaco,pieve_venaco,True,doyenne_cortenais,doyenne_cortenais,True,
san_quilico_de_cambia,San Quilico de Cambia,Cambia,42.4147,9.3567,42.37889,9.29306,6570.4,HAUTE,3,osm+wikidata+ign,169.4,"42.37894,9.29287","42.37889,9.29306","42.37835,9.29477",,pieve_vallerustie,pieve_vallerustie,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_quilicu_cambia,San Quilicu (Cambia),Cambia,42.398,9.29,42.37845,9.29462,2206.5,MOYENNE,2,osm+ign,34.4,"42.37855,9.29446",,"42.37835,9.29477",True,pieve_vallerustie,pieve_vallerustie,True,doyenne_cortenais,doyenne_cortenais,True,
san_quilicu_luri_basse,San Quilicu (Luri basse),Luri,42.808,9.452,42.17754,8.78132,89097.3,FAIBLE,1,ign,0.0,,,"42.17754,8.78132",,pieve_luri,pieve_vico,False,doyenne_du_cap,doyenne_piana_vico_sari,False,DIST_OVER_5000m
