Code poste;Nom poste;FONCTION;Etat;Tension (kV);departement
MTPEL;MONTPELLIER;Poste de transformation;EN EXPLOITATION;225kV;Hérault
RIVI5;RIVIER (LE);Poste de transformation;EN EXPLOITATION;63kV;Isère
SOMMI;SOMMIERES;Poste de transformation;EN EXPLOITATION;63kV;Hérault
VNOL;VIGNOL;Poste de transformation;EN EXPLOITATION;225kV;Nièvre
MARTR;MARTRAITS (LES);Poste de transformation;EN EXPLOITATION;90kV;Yvelines
BEGL5;BEGLES (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Gironde
BERMO;BERMONTS;Poste de transformation;EN EXPLOITATION;63kV;Savoie
BIZAN;BIZANOS;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
BLARI;BLARINGHEM;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
MIEGE;MIEGEBAT;Poste de transformation;EN EXPLOITATION;225kV;Pyrénées-Atlantiques
EPINA;EPINAC;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
WARAN;WARANDE;Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
1ARRI;ARRIGHI /VITRY-NORD;Poste de transformation;EN EXPLOITATION;<45kV;Val-de-Marne
LANME;LANMEUR;Poste de transformation;EN EXPLOITATION;63kV;Finistère
CORDI;CORDIEU;Poste de transformation;EN EXPLOITATION;90kV;Orne
ZSSUR;PIQUAGE A SAINT-URBAIN;Point de piquage;EN EXPLOITATION;63kV;Finistère
ZTAY;BREAL / CROQU SSCOU 1;Point de piquage;EN EXPLOITATION;90kV;Ille-et-Vilaine
BEZAU;BEZAUMONT;Poste de transformation;EN EXPLOITATION;400kV;Meurthe-et-Moselle
NIME6;NIMES;Poste de transformation;EN EXPLOITATION;225kV;Gard
NOISY;NOISY;Poste de transformation;EN EXPLOITATION;225kV;Seine-Saint-Denis
LOGER;LOGERIE;Poste de transformation;EN EXPLOITATION;90kV;Eure
LORRI;LORRIS;Poste de transformation;EN EXPLOITATION;90kV;Loiret
LUMBR;LUMBRES;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
LUZE;LUZE (DE);Poste de transformation;EN EXPLOITATION;63kV;Gironde
BXLIN;BEAULIN;Poste de transformation;EN EXPLOITATION;90kV;Vienne
BXSOL;BEAUSOLEIL;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
BZNIL;BOURNILLON;Poste de transformation;EN EXPLOITATION;63kV;Isère
MAUBO;MAUBOURGUET;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
C.FRA;CIMENTS-FRANCAIS;Poste de transformation;EN EXPLOITATION;63kV;Gard
CAMP5;CAMPAN;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
CARME;CARMES (LES);Poste de transformation;EN EXPLOITATION;90kV;Loiret
MAULE;MAULEON;Poste de transformation;EN EXPLOITATION;90kV;Deux-Sèvres
COLAY;COLAYRAC;Poste de transformation;EN EXPLOITATION;225kV;Lot-et-Garonne
CONDO;CONDOM;Poste de transformation;EN EXPLOITATION;63kV;Gers
COARR;COARRAZE;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
CONFL;CONFLANS;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
URSU5;URSULE;Poste de transformation;EN EXPLOITATION;225kV;Drôme
V.ALL;VARENNES-SUR-ALLIER;Poste de transformation;EN EXPLOITATION;63kV;Allier
V.YON;VILLENEUVE-SUR-YONNE;Poste de transformation;EN EXPLOITATION;63kV;Yonne
VALS;VALS;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
VALGR;VALGROS;Poste de transformation;EN EXPLOITATION;63kV;Aude
ZMENU;MENUI / G.COE V.THO 1;Point de piquage;EN EXPLOITATION;63kV;Savoie
MALL6;MALLEMORT;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
SANDO;SANDOUVILLE;Poste de transformation;EN EXPLOITATION;225kV;Seine-Maritime
CORME;CORMEILLES;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
CPFLE;CHAMPFLEURY (E.D.F. ET S.N.C.F);Poste de transformation;EN EXPLOITATION;63kV;Gard
CPNY;CHAMPAGNY;Poste de transformation;EN EXPLOITATION;63kV;Savoie
CHOUY;CHOUY;Poste de transformation;EN EXPLOITATION;63kV;Aisne
MASTA;MASTAING;Poste de transformation;EN EXPLOITATION;400kV;Nord
MAUGU;MAUGUIO;Poste de transformation;EN EXPLOITATION;63kV;Hérault
CAILL;CAILLY;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
D.BUR;DAMPIERRE-EN-BURLY;Poste de transformation;EN EXPLOITATION;400kV;Loiret
DAVID;DAVID;Poste de transformation;EN EXPLOITATION;63kV;Essonne
ZASTI;ASTIL / CRAON LAVAL 1;Point de piquage;EN EXPLOITATION;90kV;Mayenne
ZAURI;PIQUAGE AURIOLLES (LIAISON SSFOYZ31SSPEY);Point de piquage;EN EXPLOITATION;63kV;Dordogne
ZAVEI;PIQUAGE AVEILLANS LIAISON CASSAZ31PERCH;Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Orientales
ZB.M5;T.PIN / AOSTE I.ABE 1;Point de piquage;EN EXPLOITATION;63kV;Isère
CAUDI;CAUDIERE;Poste de transformation;EN EXPLOITATION;90kV;
ZUSS5;PIQUAGE USSAT (LIAISON FERRIZ31TARAS);Point de piquage;EN EXPLOITATION;63kV;Ariège
ZVAL9;PIQUAGE A PRONLEROY;Point de piquage;EN EXPLOITATION;225kV;Oise
ZVANE;VANEL / B.MON CURSO 1;Point de piquage;EN EXPLOITATION;63kV;Drôme
ZTOU9;TOURN / B.MON LAMAS 1;Point de piquage;EN EXPLOITATION;63kV;Ardèche
ZTRIT;TRIT5 / G.CAI TRITH 1;Point de piquage;EN EXPLOITATION;225kV;Nord
ZDAVI;PIQUAGE A LE COUDRAY-MONTCEAUX;Point de piquage;EN EXPLOITATION;63kV;Essonne
ZFACT;PIQUAGE FACTURE (LIAISON FACTUZ31LAMOT);Point de piquage;EN EXPLOITATION;63kV;Gironde
TRIEY;TRIEY;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
NEGRE;NEGRESSE (LA);Poste de transformation;EN EXPLOITATION;63kV;
MOUR5;MOURETTES (LES);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
ZLABA;PIQUAGE LABARRE (LIAISON FOIX5Z31RIVEN);Point de piquage;EN EXPLOITATION;63kV;Ariège
MALE5;MALESTROIT;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
V.PAU;VILLERS-SAINT-PAUL;Poste de transformation;EN EXPLOITATION;63kV;Oise
ORAIS;ORAISON;Poste de transformation;EN EXPLOITATION;225kV;Alpes-de-Haute-Provence
ZB.LA;PIQUAGE A BOURBON-LANCY;Point de piquage;EN EXPLOITATION;63kV;Allier
ZBRE5;PIQUAGE BREVAL A VAUREAL (ZBRE5);Point de piquage;EN EXPLOITATION;63kV;Val-d'Oise
ZARGO;ARGOE / AMARG AMIEN 1;Point de piquage;EN EXPLOITATION;225kV;Somme
NEMOU;NEMOURS;Poste de transformation;EN EXPLOITATION;225kV;Seine-et-Marne
ZSSNA;PIQUAGE ST-NABORD;Point de piquage;EN EXPLOITATION;225kV;Vosges
ZTOUR;TOURE / ARLY VEN.P 1;Point de piquage;EN EXPLOITATION;45kV;Savoie
CATEN;CATENOY;Poste de transformation;EN EXPLOITATION;63kV;Oise
BURCI;BURCIN;Poste de transformation;EN EXPLOITATION;63kV;Isère
WATTI;WATTIGNIES;Poste de transformation;EN EXPLOITATION;90kV;Nord
BRIDO;BRIDOIRE (LA);Poste de transformation;EN EXPLOITATION;63kV;Isère
BXVAI;BEAUVAIS;Poste de transformation;EN EXPLOITATION;63kV;Oise
C.CH5;CONDAMINE-CHATELARD;Poste de transformation;EN EXPLOITATION;63kV;Alpes-de-Haute-Provence
C.LAR;CONDAT-LE-LARDIN (STE ANON.PAPETERIES DE CONDAT);Poste de transformation;EN EXPLOITATION;90kV;Dordogne
CHALL;CHALLANS;Poste de transformation;EN EXPLOITATION;90kV;Vendée
HOUDR;HOUDREVILLE;Poste de transformation;EN EXPLOITATION;400kV;Meurthe-et-Moselle
CHAT7;CHATILLON (-SUR INDRE);Poste de transformation;EN EXPLOITATION;90kV;Indre
CHEZY;CHEZY;Poste de transformation;EN EXPLOITATION;63kV;Aisne
PARIS;PARISET;Poste de transformation;EN EXPLOITATION;225kV;Isère
CARLO;CARLO;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
CAVEL;CAVELL;Poste de transformation;EN EXPLOITATION;63kV;Val-de-Marne
CAUMO;CAUMONT-LEVENTE;Poste de transformation;EN EXPLOITATION;90kV;Manche
MAZUR;MAZURES;Poste de transformation;EN EXPLOITATION;400kV;Ardennes
ZSAL6;SALIG / SISTE SSAUB 1;Point de piquage;EN EXPLOITATION;225kV;Alpes-de-Haute-Provence
ZSABL;SABL5 / CORDE CPNIE 1;Point de piquage;EN EXPLOITATION;225kV;Isère
CNNAY;CHANTENAY;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
VITTE;VITTEL;Poste de transformation;EN EXPLOITATION;225kV;Vosges
VNOTA;VIGNOTAN;Poste de transformation;EN EXPLOITATION;63kV;Savoie
ZSAU6;PIQUAGE SAUGEES A SAINT-MICHEL-SUR-ORGE (ZSAU6);Point de piquage;EN EXPLOITATION;90kV;Essonne
ZVEXI;PIQUAGE A CHARS;Point de piquage;EN EXPLOITATION;63kV;Eure
AGNEA;AGNEAUX;Poste de transformation;EN EXPLOITATION;90kV;Manche
CHEVA;CHEVALET;Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
MORU;MORU;Poste de transformation;EN EXPLOITATION;225kV;Oise
MOUIS;MOUISSONNES;Poste de transformation;EN EXPLOITATION;225kV;Vaucluse
G.LIE;GRAND LIEU;Poste de transformation;EN EXPLOITATION;90kV;Loire-Atlantique
PRAUD;PRAUD (LE);Poste de transformation;EN EXPLOITATION;90kV;Loire-Atlantique
S.GUI;SILLE-LE-GUILLAUME;Poste de transformation;EN EXPLOITATION;90kV;Mayenne
ZG.LU;G.LUC / ARNAG SSCAL 1;Point de piquage;EN EXPLOITATION;90kV;Sarthe
CONF5;CONFLUENT;Poste de transformation;EN EXPLOITATION;225kV;Isère
CORNI;CORNIER;Poste de transformation;EN EXPLOITATION;400kV;Haute-Savoie
CXSSE;CHAUSSEE (LA);Poste de transformation;EN EXPLOITATION;225kV;Marne
ERRON;ERRONDENIA;Poste de transformation;EN EXPLOITATION;150kV;
MERON;MERON;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
MIGNA;MIGNALOUX;Poste de transformation;EN EXPLOITATION;90kV;Vienne
MINIE;MINIERES (LES);Poste de transformation;EN EXPLOITATION;90kV;Vienne
VOING;VOINGT;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
CABAN;CABAN;Poste de transformation;EN EXPLOITATION;225kV;Bouches-du-Rhône
CARR5;CARRES(LES);Poste de transformation;EN EXPLOITATION;225kV;Essonne
ALLO5;ALLONNES;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
ZMOOS;PIQUAGE A MOOS (LE);Point de piquage;EN EXPLOITATION;63kV;Haut-Rhin
C.FOU;CHAMP-FOURNIER;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
G.VER;GRAND-VERGER;Poste de transformation;EN EXPLOITATION;63kV;Savoie
GAVOT;GAVOTTE (LA);Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
Q.ECL;QUATRE-ECLUSES;Poste de transformation;EN EXPLOITATION;225kV;Nord
QUEUI;QUEUILLE;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
RAMIE;RAMIER;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
LARCA;LARCAY;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
RHOVY;RHOVYL;Poste de transformation;EN EXPLOITATION;63kV;Meuse
CURTI;CURTIL;Poste de transformation;EN EXPLOITATION;225kV;Saône-et-Loire
ZCAMP;PIQUAGE CAMPEAUX A PISSY-POVILLE (ZCAMP);Point de piquage;EN EXPLOITATION;90kV;Seine-Maritime
P.SIM;PORTET-ST-SIMON;Poste de transformation;EN EXPLOITATION;225kV;Haute-Garonne
SINCE;SINCENY;Poste de transformation;EN EXPLOITATION;63kV;Aisne
FUMEL;FUMEL;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
ZMTJ5;PIQUAGE A SAINT-JEAN-DE-BEAUREGARD;Point de piquage;EN EXPLOITATION;225kV;Essonne
F.VER;FIRMINY-VERT;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
FANAU;FANAUDES;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
CUPER;CUPERLY;Poste de transformation;EN EXPLOITATION;225kV;Marne
CZBES;COURBESSAC;Poste de transformation;EN EXPLOITATION;63kV;Gard
CZTIN;COURTINE;Poste de transformation;EN EXPLOITATION;63kV;Gard
C.FEU;CHAMBON-FEUGEROLLES;Poste de transformation;EN EXPLOITATION;63kV;Loire
A.VOU;ANCHE-VOULON;Poste de transformation;EN EXPLOITATION;90kV;Vienne
AIGUI;AIGUILLON;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
C.FON;CLAIRE-FONTAINE;Poste de transformation;EN EXPLOITATION;225kV;Sarthe
CHAN5;CHANCEAUX;Poste de transformation;EN EXPLOITATION;400kV;Indre-et-Loire
CADAR;CADARACHE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
CAMBR;CAMBRAI;Poste de transformation;EN EXPLOITATION;63kV;Nord
ABOND;ABONDANCE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
ADELS;ADELSBERG;Poste de transformation;EN EXPLOITATION;63kV;Moselle
ABBEV;ABBEVILLE;Poste de transformation;EN EXPLOITATION;90kV;Somme
AUBE6;AUBERVILLIERS;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
ANCEN;ANCENIS;Poste de transformation;EN EXPLOITATION;90kV;Loire-Atlantique
ANGRE;ANGRESSE;Poste de transformation;EN EXPLOITATION;63kV;Landes
ARLES;ARLES;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
DAX;DAX;Poste de transformation;EN EXPLOITATION;63kV;Landes
ZFRO7;PIQUAGE FROMAINVILLE A ACHERES (ZFRO7);Point de piquage;EN EXPLOITATION;225kV;Yvelines
ZG.MO;CPFL5 / REINI ZMAME 1;Point de piquage;EN EXPLOITATION;90kV;Sarthe
SSPUY;ST-GERMAIN-DU-PUY;Poste de transformation;EN EXPLOITATION;90kV;Cher
SSROY;ST-THOMAS-EN-ROYANS;Poste de transformation;EN EXPLOITATION;63kV;Drôme
SSTIN;ST-ETIENNE-DE-TINEE;Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
ARMON;ARMONVILLE;Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
MTLAU;MONTLAUR;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
CZBAI;COURBAISSE (LA);Poste de transformation;EN EXPLOITATION;63kV;Alpes-Maritimes
T.SUP;TORE SUPRA;Poste de transformation;EN EXPLOITATION;400kV;Vaucluse
TABLE;TABLE(LA);Poste de transformation;EN EXPLOITATION;63kV;Gard
EYRAN;EYRANS;Poste de transformation;EN EXPLOITATION;63kV;Gironde
FARGE;FARGEAS;Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
FERE;FERE(-EN-TARDENOIS);Poste de transformation;EN EXPLOITATION;63kV;Aisne
FESSE;FESSENHEIM (CENTRALE HYDRAULIQUE);Poste de transformation;EN EXPLOITATION;225kV;Haut-Rhin
VALLE;VALLEE (LA);Poste de transformation;EN EXPLOITATION;90kV;Calvados
VARET;VARETS;Poste de transformation;EN EXPLOITATION;90kV;
ZSSV6;PIQUAGE ST JEAN LE VIEUX (LIAISON MOUGUZ31URCUR);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ROMA6;ROMAGNE;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
SSFL6;ST-FLORENTIN;Poste de transformation;EN EXPLOITATION;63kV;Yonne
TOU.C;TOULOUSE-CENTRE;Poste de transformation;EN EXPLOITATION;225kV;Haute-Garonne
VLEF5;VILLEFRANCHE;Poste de transformation;EN EXPLOITATION;63kV;Allier
WASSE;WASSELONNE;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
CLONA;CLONAS;Poste de transformation;EN EXPLOITATION;63kV;Loire
BONN6;BONNEAU;Poste de transformation;EN EXPLOITATION;225kV;Vienne
ELANC;ELANCOURT (ANNEXE GMR SUD OUEST);Poste de transformation;EN EXPLOITATION;225kV;Yvelines
JONQU;JONQUIERES (ANNEXE GMR CEVENNES);Poste de transformation;EN EXPLOITATION;400kV;Gard
FOUSC;FOUSCAIS;Poste de transformation;EN EXPLOITATION;225kV;Hérault
ARRO5;ARROUX;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
B.VER;BOIS VERT;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
GOSNE;GOSNE;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
COL;COL (LE);Poste de transformation;EN EXPLOITATION;150kV;Savoie
CONT5;CONTRISSON;Poste de transformation;EN EXPLOITATION;63kV;Meuse
CORD5;CORDEMAIS;Poste de transformation;EN EXPLOITATION;400kV;Loire-Atlantique
COUDE;COUDEKERQUE;Poste de transformation;EN EXPLOITATION;90kV;Nord
CREUL;CREULLY;Poste de transformation;EN EXPLOITATION;90kV;Calvados
ZM.AC;PIQUAGE A MOTHE ACHARD;Point de piquage;EN EXPLOITATION;90kV;Vendée
ZP.CL;P.CL5 / CPNIE MARCE 1;Point de piquage;EN EXPLOITATION;63kV;Isère
ZEPE5;PIQUAGE EPERNAY;Point de piquage;EN EXPLOITATION;63kV;Marne
ITTEV;ITTEVILLE;Poste de transformation;EN EXPLOITATION;63kV;Essonne
BARR6;BARROIR;Poste de transformation;EN EXPLOITATION;63kV;Oise
SSFLO;ST-FLORENT;Poste de transformation;EN EXPLOITATION;225kV;Deux-Sèvres
VERNA;VERNAYS (LES);Poste de transformation;EN EXPLOITATION;63kV;Savoie
ZKERA;PIQUAGE A KERANGALL;Point de piquage;EN EXPLOITATION;63kV;Finistère
ZLACS;LAND6 / MOUS5 VLEME 1;Point de piquage;EN EXPLOITATION;90kV;Indre
ZLANM;PIQUAGE A PLOUIGNEAU (LANMEUR);Point de piquage;EN EXPLOITATION;63kV;Finistère
ZLORR;LORRI / PAYOL VLEMA 1;Point de piquage;EN EXPLOITATION;90kV;Loiret
ZISSO;PIQUAGE A ISSOU;Point de piquage;EN EXPLOITATION;63kV;Yvelines
CRIQU;CRIQUET;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
CROLL;CROLLES;Poste de transformation;EN EXPLOITATION;225kV;Isère
CUTRY;CUTRY;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
SSAM6;ST-AMOUR (PIPE-LINE SUD EUROPEEN NO 4A);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
BATHI;BATHIE (LA);Poste de transformation;EN EXPLOITATION;400kV;Savoie
ENTRA;ENTRAIGUES;Poste de transformation;EN EXPLOITATION;63kV;Var
ZAGE;PIQUAGE AGE (LIAISON COTEZ42V.GRA);Point de piquage;EN EXPLOITATION;90kV;Haute-Vienne
ZB.CO;B.COR / AOSTE MORES 1;Point de piquage;EN EXPLOITATION;63kV;Isère
ZPRIN;PIQUAGE A PRINQUIAU;Point de piquage;EN EXPLOITATION;225kV;Loire-Atlantique
ZSSCE;PIQUAGE ST CERE (LIAISON L.CE1Z31TALAM);Point de piquage;EN EXPLOITATION;63kV;Corrèze
ESTIV;ESTIVAUX;Poste de transformation;EN EXPLOITATION;90kV;Corrèze
ZSSLA;PIQUAGE A RUBELLES;Point de piquage;EN EXPLOITATION;63kV;Seine-et-Marne
CESSO;CESSON (CLIENT);Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
AUVIL;AUVILLIERS;Poste de transformation;EN EXPLOITATION;90kV;Loiret
LANG9;LANGLEY;Poste de transformation;EN EXPLOITATION;63kV;Vosges
LAPOU;LAPOUTROIE;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
BERSA;BERSAUCOURT;Poste de transformation;EN EXPLOITATION;225kV;Somme
LAVA5;LAVALDUC;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
LEGE;LEGE;Poste de transformation;EN EXPLOITATION;63kV;Gironde
TOUQU;TOUQUES;Poste de transformation;EN EXPLOITATION;90kV;
CTLUS;CHATELUS;Poste de transformation;EN EXPLOITATION;90kV;Creuse
VENDA;VENDARGUES;Poste de transformation;EN EXPLOITATION;63kV;Hérault
DONJO;DONJON (LE);Poste de transformation;EN EXPLOITATION;63kV;Allier
EGLAN;EGLANTIER;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
CPVAN;CHAMPVANS;Poste de transformation;EN EXPLOITATION;225kV;Côte-d'Or
CUDRA;CUDRAZ;Poste de transformation;EN EXPLOITATION;63kV;Savoie
EYBEN;EYBENS;Poste de transformation;EN EXPLOITATION;225kV;Isère
FLOIR;FLOIRAC;Poste de transformation;EN EXPLOITATION;225kV;Gironde
CXCON;CHAUCONIN;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
CZEGE;COUREGES;Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
NAUSS;NAUSSAC;Poste de transformation;EN EXPLOITATION;63kV;Lozère
SCARP;SCARPE;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
SECAR;SECARY;Poste de transformation;EN EXPLOITATION;63kV;Gironde
SOUIL;SOUILLAC;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
ESQUI;ESQUIT;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ESPO5;ESPONDEILHAN;Poste de transformation;EN EXPLOITATION;63kV;Hérault
NIORT;NIORT;Poste de transformation;EN EXPLOITATION;225kV;Deux-Sèvres
BOUHE;BOUHET (LE);Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
BOURG;BOURG (LE);Poste de transformation;EN EXPLOITATION;90kV;Loir-et-Cher
BRAUD;BRAUD;Poste de transformation;EN EXPLOITATION;400kV;
MOLSH;MOLSHEIM;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
NANGI;NANGIS;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
V.AGE;VALENCE D AGEN;Poste de transformation;EN EXPLOITATION;63kV;Tarn-et-Garonne
VALIN;VALINIERE (LA);Poste de transformation;EN EXPLOITATION;90kV;
THAIM;THAIMS;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
ETAB5;ETABLES;Poste de transformation;EN EXPLOITATION;63kV;Gironde
FACT5;CELLULOSE (FACTURE);Poste de transformation;EN EXPLOITATION;63kV;Gironde
C.GIB;CROIX GIBAT (LA);Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
CANT5;CANTEGRIT WEYERHAUSER;Poste de transformation;EN EXPLOITATION;63kV;Landes
CAMPA;CAMPAGNAC;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
CARAB;CARABINS (LES);Poste de transformation;EN EXPLOITATION;63kV;Ardennes
CARPO;CARPONT;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
LICAU;LICAUGAS;Poste de transformation;EN EXPLOITATION;63kV;Landes
TRAIS;TRAISNEL;Poste de transformation;EN EXPLOITATION;90kV;Nord
VAUX;VAUX;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
SAINN;SAINNEVILLE;Poste de transformation;EN EXPLOITATION;225kV;Seine-Maritime
LONGU;LONGUEIL;Poste de transformation;EN EXPLOITATION;63kV;Oise
TREFF;TREFFORT;Poste de transformation;EN EXPLOITATION;63kV;Ain
URCUR;URCURAY;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
V.BEL;VILLIERS-LE-BEL;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
GARDI;GARDIOLE (COURNONTERRAL);Poste de transformation;EN EXPLOITATION;63kV;Hérault
SAUCO;SAUCOURT;Poste de transformation;EN EXPLOITATION;90kV;Somme
SAVEN;SAVENAY;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
HARC7;HARCOURT (POSTE BLINDE);Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
ZBXV6;PIQUAGE A BEAUVAL;Point de piquage;EN EXPLOITATION;225kV;Somme
SAUL5;SAULNOIS;Poste de transformation;EN EXPLOITATION;225kV;Moselle
SELON;SELONCOURT;Poste de transformation;EN EXPLOITATION;63kV;Doubs
MADRO;MADRON (LE);Poste de transformation;EN EXPLOITATION;90kV;Indre
BLA.N;BLAGNAC-NORD;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
BLAYA;BLAYAIS (LE);Poste de transformation;EN EXPLOITATION;400kV;
BOLO5;BOLOGNE (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;Haute-Marne
BONN8;BONNEVILLE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
ZV.AG;PIQUAGE VALENCE D AGEN (LIAISON COLAYZ31GOLFE);Point de piquage;EN EXPLOITATION;63kV;Tarn-et-Garonne
ZCHA9;TREVI / NIORT SSMAI;Point de piquage;EN EXPLOITATION;90kV;Deux-Sèvres
A.DOU;ARNAC-SUR-DOURDOU;Poste de transformation;EN EXPLOITATION;225kV;Tarn
C.CRA;COUSTIERES DE CRAU;Poste de transformation;ACCORD ADMINISTRATIF;63kV;Bouches-du-Rhône
SEMEZ;SEMEZIES;Poste de transformation;EN EXPLOITATION;63kV;Gers
SENOZ;SENOZAN;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
ECOMM;ECOMMOY;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
ROSIE;ROSIERES;Poste de transformation;EN EXPLOITATION;225kV;Aube
BRUYE;BRUYERES (LES);Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
BUSSI;BUSSIERES;Poste de transformation;EN EXPLOITATION;63kV;Loire
TAULH;TAULHAC;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
VLEMU;VILLEMUR;Poste de transformation;EN EXPLOITATION;63kV;Tarn-et-Garonne
SEMBL;SEMBLANCAY;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
SOUST;SOUSTONS;Poste de transformation;EN EXPLOITATION;63kV;Landes
P.PET;PORT-AUX-PETROLES;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
PAIMB;PAIMBOEUF;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
PAROY;PAROY;Poste de transformation;EN EXPLOITATION;63kV;Yonne
CHAGN;CHAGNY;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
EPN;E.P.N.;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
VERRI;VERRIERE (LA);Poste de transformation;EN EXPLOITATION;63kV;Yvelines
VIRE;VIRE;Poste de transformation;EN EXPLOITATION;90kV;Calvados
VONNA;VONNAS;Poste de transformation;EN EXPLOITATION;63kV;Ain
SSAG5;ST-AGATHON;Poste de transformation;EN EXPLOITATION;63kV;Côtes-d'Armor
PTIFF;PONTIFFROY;Poste de transformation;EN EXPLOITATION;63kV;Moselle
